date,route_id,vessel_type,contract_type,estimated_rate_usd_mt,price_premium_pct,volume_commitment_mt,data_type
2026-08-17,NORFOLK_US_VIZAG,SUPRAMAX,COA_12M,46.41,8.0,600000,SCENARIO
2026-08-17,VOSTOCHNY_RU_PARADIP,HANDYSIZE,SPOT,29.73,0.0,32000,SCENARIO
2026-08-17,VOSTOCHNY_RU_PARADIP,HANDYSIZE,COA_3M,30.32,2.0,96000,SCENARIO
2026-08-17,VOSTOCHNY_RU_PARADIP,HANDYSIZE,COA_6M,31.22,5.0,192000,SCENARIO
2026-08-17,VOSTOCHNY_RU_PARADIP,HANDYSIZE,COA_12M,32.11,8.0,384000,SCENARIO
2026-08-17,VOSTOCHNY_RU_PARADIP,PANAMAX,SPOT,20.41,0.0,70000,SCENARIO
2026-08-17,VOSTOCHNY_RU_PARADIP,PANAMAX,COA_3M,20.82,2.0,210000,SCENARIO
2026-08-17,VOSTOCHNY_RU_PARADIP,PANAMAX,COA_6M,21.43,5.0,420000,SCENARIO
2026-08-17,VOSTOCHNY_RU_PARADIP,PANAMAX,COA_12M,22.04,8.0,840000,SCENARIO
2026-08-17,VOSTOCHNY_RU_PARADIP,PANAMAX,SPOT,21.2,0.0,70000,SCENARIO
2026-08-17,VOSTOCHNY_RU_PARADIP,PANAMAX,COA_3M,21.62,2.0,210000,SCENARIO
2026-08-17,VOSTOCHNY_RU_PARADIP,PANAMAX,COA_6M,22.26,5.0,420000,SCENARIO
2026-08-17,VOSTOCHNY_RU_PARADIP,PANAMAX,COA_12M,22.9,8.0,840000,SCENARIO
2026-08-17,VOSTOCHNY_RU_PARADIP,SUPRAMAX,SPOT,24.3,0.0,50000,SCENARIO
2026-08-17,VOSTOCHNY_RU_PARADIP,SUPRAMAX,COA_3M,24.79,2.0,150000,SCENARIO
2026-08-17,VOSTOCHNY_RU_PARADIP,SUPRAMAX,COA_6M,25.52,5.0,300000,SCENARIO
2026-08-17,VOSTOCHNY_RU_PARADIP,SUPRAMAX,COA_12M,26.24,8.0,600000,SCENARIO
2026-08-17,VOSTOCHNY_RU_VIZAG,HANDYSIZE,SPOT,29.51,0.0,32000,SCENARIO
2026-08-17,VOSTOCHNY_RU_VIZAG,HANDYSIZE,COA_3M,30.1,2.0,96000,SCENARIO
2026-08-17,VOSTOCHNY_RU_VIZAG,HANDYSIZE,COA_6M,30.99,5.0,192000,SCENARIO
2026-08-17,VOSTOCHNY_RU_VIZAG,HANDYSIZE,COA_12M,31.87,8.0,384000,SCENARIO
2026-08-17,VOSTOCHNY_RU_VIZAG,PANAMAX,SPOT,20.26,0.0,70000,SCENARIO
2026-08-17,VOSTOCHNY_RU_VIZAG,PANAMAX,COA_3M,20.67,2.0,210000,SCENARIO
2026-08-17,VOSTOCHNY_RU_VIZAG,PANAMAX,COA_6M,21.27,5.0,420000,SCENARIO
2026-08-17,VOSTOCHNY_RU_VIZAG,PANAMAX,COA_12M,21.88,8.0,840000,SCENARIO
2026-08-17,VOSTOCHNY_RU_VIZAG,PANAMAX,SPOT,21.05,0.0,70000,SCENARIO
2026-08-17,VOSTOCHNY_RU_VIZAG,PANAMAX,COA_3M,21.47,2.0,210000,SCENARIO
2026-08-17,VOSTOCHNY_RU_VIZAG,PANAMAX,COA_6M,22.1,5.0,420000,SCENARIO
2026-08-17,VOSTOCHNY_RU_VIZAG,PANAMAX,COA_12M,22.73,8.0,840000,SCENARIO
2026-08-17,VOSTOCHNY_RU_VIZAG,SUPRAMAX,SPOT,24.13,0.0,50000,SCENARIO
2026-08-17,VOSTOCHNY_RU_VIZAG,SUPRAMAX,COA_3M,24.61,2.0,150000,SCENARIO
2026-08-17,VOSTOCHNY_RU_VIZAG,SUPRAMAX,COA_6M,25.34,5.0,300000,SCENARIO
2026-08-17,VOSTOCHNY_RU_VIZAG,SUPRAMAX,COA_12M,26.06,8.0,600000,SCENARIO
2026-08-18,KALIMANTAN_ID_DHAMRA,HANDYSIZE,SPOT,15.58,0.0,32000,SCENARIO
2026-08-18,KALIMANTAN_ID_DHAMRA,HANDYSIZE,COA_3M,15.89,2.0,96000,SCENARIO
2026-08-18,KALIMANTAN_ID_DHAMRA,HANDYSIZE,COA_6M,16.36,5.0,192000,SCENARIO
2026-08-18,KALIMANTAN_ID_DHAMRA,HANDYSIZE,COA_12M,16.83,8.0,384000,SCENARIO
2026-08-18,KALIMANTAN_ID_DHAMRA,PANAMAX,SPOT,10.87,0.0,70000,SCENARIO
2026-08-18,KALIMANTAN_ID_DHAMRA,PANAMAX,COA_3M,11.09,2.0,210000,SCENARIO
2026-08-18,KALIMANTAN_ID_DHAMRA,PANAMAX,COA_6M,11.41,5.0,420000,SCENARIO
2026-08-18,KALIMANTAN_ID_DHAMRA,PANAMAX,COA_12M,11.74,8.0,840000,SCENARIO
2026-08-18,KALIMANTAN_ID_DHAMRA,PANAMAX,SPOT,11.35,0.0,70000,SCENARIO
2026-08-18,KALIMANTAN_ID_DHAMRA,PANAMAX,COA_3M,11.58,2.0,210000,SCENARIO
2026-08-18,KALIMANTAN_ID_DHAMRA,PANAMAX,COA_6M,11.92,5.0,420000,SCENARIO
2026-08-18,KALIMANTAN_ID_DHAMRA,PANAMAX,COA_12M,12.26,8.0,840000,SCENARIO
2026-08-18,KALIMANTAN_ID_DHAMRA,SUPRAMAX,SPOT,12.85,0.0,50000,SCENARIO
2026-08-18,KALIMANTAN_ID_DHAMRA,SUPRAMAX,COA_3M,13.11,2.0,150000,SCENARIO
2026-08-18,KALIMANTAN_ID_DHAMRA,SUPRAMAX,COA_6M,13.49,5.0,300000,SCENARIO
2026-08-18,KALIMANTAN_ID_DHAMRA,SUPRAMAX,COA_12M,13.88,8.0,600000,SCENARIO
2026-08-18,KALIMANTAN_ID_GANGAVARAM,HANDYSIZE,SPOT,15.05,0.0,32000,SCENARIO
2026-08-18,KALIMANTAN_ID_GANGAVARAM,HANDYSIZE,COA_3M,15.35,2.0,96000,SCENARIO
2026-08-18,KALIMANTAN_ID_GANGAVARAM,HANDYSIZE,COA_6M,15.8,5.0,192000,SCENARIO
2026-08-18,KALIMANTAN_ID_GANGAVARAM,HANDYSIZE,COA_12M,16.25,8.0,384000,SCENARIO
2026-08-18,KALIMANTAN_ID_GANGAVARAM,PANAMAX,SPOT,10.51,0.0,70000,SCENARIO
2026-08-18,KALIMANTAN_ID_GANGAVARAM,PANAMAX,COA_3M,10.72,2.0,210000,SCENARIO
2026-08-18,KALIMANTAN_ID_GANGAVARAM,PANAMAX,COA_6M,11.04,5.0,420000,SCENARIO
2026-08-18,KALIMANTAN_ID_GANGAVARAM,PANAMAX,COA_12M,11.35,8.0,840000,SCENARIO
2026-08-18,KALIMANTAN_ID_GANGAVARAM,PANAMAX,SPOT,10.99,0.0,70000,SCENARIO
2026-08-18,KALIMANTAN_ID_GANGAVARAM,PANAMAX,COA_3M,11.21,2.0,210000,SCENARIO
2026-08-18,KALIMANTAN_ID_GANGAVARAM,PANAMAX,COA_6M,11.54,5.0,420000,SCENARIO
2026-08-18,KALIMANTAN_ID_GANGAVARAM,PANAMAX,COA_12M,11.87,8.0,840000,SCENARIO
2026-08-18,KALIMANTAN_ID_GANGAVARAM,SUPRAMAX,SPOT,12.42,0.0,50000,SCENARIO
2026-08-18,KALIMANTAN_ID_GANGAVARAM,SUPRAMAX,COA_3M,12.67,2.0,150000,SCENARIO
2026-08-18,KALIMANTAN_ID_GANGAVARAM,SUPRAMAX,COA_6M,13.04,5.0,300000,SCENARIO
2026-08-18,KALIMANTAN_ID_GANGAVARAM,SUPRAMAX,COA_12M,13.41,8.0,600000,SCENARIO
2026-08-18,KALIMANTAN_ID_GOPALPUR,HANDYSIZE,SPOT,15.64,0.0,32000,SCENARIO
2026-08-18,KALIMANTAN_ID_GOPALPUR,HANDYSIZE,COA_3M,15.95,2.0,96000,SCENARIO
2026-08-18,KALIMANTAN_ID_GOPALPUR,HANDYSIZE,COA_6M,16.42,5.0,192000,SCENARIO
2026-08-18,KALIMANTAN_ID_GOPALPUR,HANDYSIZE,COA_12M,16.89,8.0,384000,SCENARIO
2026-08-18,KALIMANTAN_ID_GOPALPUR,PANAMAX,SPOT,11.4,0.0,70000,SCENARIO
2026-08-18,KALIMANTAN_ID_GOPALPUR,PANAMAX,COA_3M,11.63,2.0,210000,SCENARIO
2026-08-18,KALIMANTAN_ID_GOPALPUR,PANAMAX,COA_6M,11.97,5.0,420000,SCENARIO
2026-08-18,KALIMANTAN_ID_GOPALPUR,PANAMAX,COA_12M,12.31,8.0,840000,SCENARIO
2026-08-18,KALIMANTAN_ID_GOPALPUR,SUPRAMAX,SPOT,12.91,0.0,50000,SCENARIO
2026-08-18,KALIMANTAN_ID_GOPALPUR,SUPRAMAX,COA_3M,13.17,2.0,150000,SCENARIO
2026-08-18,KALIMANTAN_ID_GOPALPUR,SUPRAMAX,COA_6M,13.56,5.0,300000,SCENARIO
2026-08-18,KALIMANTAN_ID_GOPALPUR,SUPRAMAX,COA_12M,13.94,8.0,600000,SCENARIO
2026-08-18,KALIMANTAN_ID_PARADIP,HANDYSIZE,SPOT,15.72,0.0,32000,SCENARIO
2026-08-18,KALIMANTAN_ID_PARADIP,HANDYSIZE,COA_3M,16.03,2.0,96000,SCENARIO
2026-08-18,KALIMANTAN_ID_PARADIP,HANDYSIZE,COA_6M,16.51,5.0,192000,SCENARIO
2026-08-18,KALIMANTAN_ID_PARADIP,HANDYSIZE,COA_12M,16.98,8.0,384000,SCENARIO
2026-08-18,KALIMANTAN_ID_PARADIP,PANAMAX,SPOT,10.96,0.0,70000,SCENARIO
2026-08-18,KALIMANTAN_ID_PARADIP,PANAMAX,COA_3M,11.18,2.0,210000,SCENARIO
2026-08-18,KALIMANTAN_ID_PARADIP,PANAMAX,COA_6M,11.51,5.0,420000,SCENARIO
2026-08-18,KALIMANTAN_ID_PARADIP,PANAMAX,COA_12M,11.84,8.0,840000,SCENARIO
2026-08-18,KALIMANTAN_ID_PARADIP,PANAMAX,SPOT,11.46,0.0,70000,SCENARIO
2026-08-18,KALIMANTAN_ID_PARADIP,PANAMAX,COA_3M,11.69,2.0,210000,SCENARIO
2026-08-18,KALIMANTAN_ID_PARADIP,PANAMAX,COA_6M,12.03,5.0,420000,SCENARIO
2026-08-18,KALIMANTAN_ID_PARADIP,PANAMAX,COA_12M,12.38,8.0,840000,SCENARIO
2026-08-18,KALIMANTAN_ID_PARADIP,SUPRAMAX,SPOT,12.97,0.0,50000,SCENARIO
2026-08-18,KALIMANTAN_ID_PARADIP,SUPRAMAX,COA_3M,13.23,2.0,150000,SCENARIO
2026-08-18,KALIMANTAN_ID_PARADIP,SUPRAMAX,COA_6M,13.62,5.0,300000,SCENARIO
2026-08-18,KALIMANTAN_ID_PARADIP,SUPRAMAX,COA_12M,14.01,8.0,600000,SCENARIO
2026-08-18,KALIMANTAN_ID_SANDHEADS,HANDYSIZE,SPOT,16.48,0.0,32000,SCENARIO
2026-08-18,KALIMANTAN_ID_SANDHEADS,HANDYSIZE,COA_3M,16.81,2.0,96000,SCENARIO
2026-08-18,KALIMANTAN_ID_SANDHEADS,HANDYSIZE,COA_6M,17.3,5.0,192000,SCENARIO
2026-08-18,KALIMANTAN_ID_SANDHEADS,HANDYSIZE,COA_12M,17.8,8.0,384000,SCENARIO
2026-08-18,KALIMANTAN_ID_SANDHEADS,PANAMAX,SPOT,11.48,0.0,70000,SCENARIO
2026-08-18,KALIMANTAN_ID_SANDHEADS,PANAMAX,COA_3M,11.71,2.0,210000,SCENARIO
2026-08-18,KALIMANTAN_ID_SANDHEADS,PANAMAX,COA_6M,12.05,5.0,420000,SCENARIO
2026-08-18,KALIMANTAN_ID_SANDHEADS,PANAMAX,COA_12M,12.4,8.0,840000,SCENARIO
2026-08-18,KALIMANTAN_ID_SANDHEADS,PANAMAX,SPOT,11.99,0.0,70000,SCENARIO
2026-08-18,KALIMANTAN_ID_SANDHEADS,PANAMAX,COA_3M,12.23,2.0,210000,SCENARIO
2026-08-18,KALIMANTAN_ID_SANDHEADS,PANAMAX,COA_6M,12.59,5.0,420000,SCENARIO
2026-08-18,KALIMANTAN_ID_SANDHEADS,PANAMAX,COA_12M,12.95,8.0,840000,SCENARIO
2026-08-18,KALIMANTAN_ID_SANDHEADS,SUPRAMAX,SPOT,13.6,0.0,50000,SCENARIO
2026-08-18,KALIMANTAN_ID_SANDHEADS,SUPRAMAX,COA_3M,13.87,2.0,150000,SCENARIO
2026-08-18,KALIMANTAN_ID_SANDHEADS,SUPRAMAX,COA_6M,14.28,5.0,300000,SCENARIO
2026-08-18,KALIMANTAN_ID_SANDHEADS,SUPRAMAX,COA_12M,14.69,8.0,600000,SCENARIO
2026-08-18,KALIMANTAN_ID_VIZAG,HANDYSIZE,SPOT,15.5,0.0,32000,SCENARIO
2026-08-18,KALIMANTAN_ID_VIZAG,HANDYSIZE,COA_3M,15.81,2.0,96000,SCENARIO
2026-08-18,KALIMANTAN_ID_VIZAG,HANDYSIZE,COA_6M,16.28,5.0,192000,SCENARIO
2026-08-18,KALIMANTAN_ID_VIZAG,HANDYSIZE,COA_12M,16.74,8.0,384000,SCENARIO
2026-08-18,KALIMANTAN_ID_VIZAG,PANAMAX,SPOT,10.82,0.0,70000,SCENARIO
2026-08-18,KALIMANTAN_ID_VIZAG,PANAMAX,COA_3M,11.04,2.0,210000,SCENARIO
2026-08-18,KALIMANTAN_ID_VIZAG,PANAMAX,COA_6M,11.36,5.0,420000,SCENARIO
2026-08-18,KALIMANTAN_ID_VIZAG,PANAMAX,COA_12M,11.69,8.0,840000,SCENARIO
2026-08-18,KALIMANTAN_ID_VIZAG,PANAMAX,SPOT,11.3,0.0,70000,SCENARIO
2026-08-18,KALIMANTAN_ID_VIZAG,PANAMAX,COA_3M,11.53,2.0,210000,SCENARIO
2026-08-18,KALIMANTAN_ID_VIZAG,PANAMAX,COA_6M,11.87,5.0,420000,SCENARIO
2026-08-18,KALIMANTAN_ID_VIZAG,PANAMAX,COA_12M,12.2,8.0,840000,SCENARIO
2026-08-18,KALIMANTAN_ID_VIZAG,SUPRAMAX,SPOT,12.8,0.0,50000,SCENARIO
2026-08-18,KALIMANTAN_ID_VIZAG,SUPRAMAX,COA_3M,13.06,2.0,150000,SCENARIO
2026-08-18,KALIMANTAN_ID_VIZAG,SUPRAMAX,COA_6M,13.44,5.0,300000,SCENARIO
2026-08-18,KALIMANTAN_ID_VIZAG,SUPRAMAX,COA_12M,13.82,8.0,600000,SCENARIO
2026-08-18,MAPUTO_MZ_PARADIP,HANDYSIZE,SPOT,22.38,0.0,32000,SCENARIO
2026-08-18,MAPUTO_MZ_PARADIP,HANDYSIZE,COA_3M,22.83,2.0,96000,SCENARIO
2026-08-18,MAPUTO_MZ_PARADIP,HANDYSIZE,COA_6M,23.5,5.0,192000,SCENARIO
2026-08-18,MAPUTO_MZ_PARADIP,HANDYSIZE,COA_12M,24.17,8.0,384000,SCENARIO
2026-08-18,MAPUTO_MZ_PARADIP,PANAMAX,SPOT,15.46,0.0,70000,SCENARIO
2026-08-18,MAPUTO_MZ_PARADIP,PANAMAX,COA_3M,15.77,2.0,210000,SCENARIO
2026-08-18,MAPUTO_MZ_PARADIP,PANAMAX,COA_6M,16.23,5.0,420000,SCENARIO
2026-08-18,MAPUTO_MZ_PARADIP,PANAMAX,COA_12M,16.7,8.0,840000,SCENARIO
2026-08-18,MAPUTO_MZ_PARADIP,PANAMAX,SPOT,16.09,0.0,70000,SCENARIO
2026-08-18,MAPUTO_MZ_PARADIP,PANAMAX,COA_3M,16.41,2.0,210000,SCENARIO
2026-08-18,MAPUTO_MZ_PARADIP,PANAMAX,COA_6M,16.89,5.0,420000,SCENARIO
2026-08-18,MAPUTO_MZ_PARADIP,PANAMAX,COA_12M,17.38,8.0,840000,SCENARIO
2026-08-18,MAPUTO_MZ_PARADIP,SUPRAMAX,SPOT,18.36,0.0,50000,SCENARIO
2026-08-18,MAPUTO_MZ_PARADIP,SUPRAMAX,COA_3M,18.73,2.0,150000,SCENARIO
2026-08-18,MAPUTO_MZ_PARADIP,SUPRAMAX,COA_6M,19.28,5.0,300000,SCENARIO
2026-08-18,MAPUTO_MZ_PARADIP,SUPRAMAX,COA_12M,19.83,8.0,600000,SCENARIO
2026-08-18,MAPUTO_MZ_VIZAG,HANDYSIZE,SPOT,21.68,0.0,32000,SCENARIO
2026-08-18,MAPUTO_MZ_VIZAG,HANDYSIZE,COA_3M,22.11,2.0,96000,SCENARIO
2026-08-18,MAPUTO_MZ_VIZAG,HANDYSIZE,COA_6M,22.76,5.0,192000,SCENARIO
2026-08-18,MAPUTO_MZ_VIZAG,HANDYSIZE,COA_12M,23.41,8.0,384000,SCENARIO
2026-08-18,MAPUTO_MZ_VIZAG,PANAMAX,SPOT,14.98,0.0,70000,SCENARIO
2026-08-18,MAPUTO_MZ_VIZAG,PANAMAX,COA_3M,15.28,2.0,210000,SCENARIO
2026-08-18,MAPUTO_MZ_VIZAG,PANAMAX,COA_6M,15.73,5.0,420000,SCENARIO
2026-08-18,MAPUTO_MZ_VIZAG,PANAMAX,COA_12M,16.18,8.0,840000,SCENARIO
2026-08-18,MAPUTO_MZ_VIZAG,PANAMAX,SPOT,15.6,0.0,70000,SCENARIO
2026-08-18,MAPUTO_MZ_VIZAG,PANAMAX,COA_3M,15.91,2.0,210000,SCENARIO
2026-08-18,MAPUTO_MZ_VIZAG,PANAMAX,COA_6M,16.38,5.0,420000,SCENARIO
2026-08-18,MAPUTO_MZ_VIZAG,PANAMAX,COA_12M,16.85,8.0,840000,SCENARIO
2026-08-18,MAPUTO_MZ_VIZAG,SUPRAMAX,SPOT,17.8,0.0,50000,SCENARIO
2026-08-18,MAPUTO_MZ_VIZAG,SUPRAMAX,COA_3M,18.16,2.0,150000,SCENARIO
2026-08-18,MAPUTO_MZ_VIZAG,SUPRAMAX,COA_6M,18.69,5.0,300000,SCENARIO
2026-08-18,MAPUTO_MZ_VIZAG,SUPRAMAX,COA_12M,19.22,8.0,600000,SCENARIO
2026-08-18,NEWCASTLE_AU_DHAMRA,HANDYSIZE,SPOT,30.5,0.0,32000,SCENARIO
2026-08-18,NEWCASTLE_AU_DHAMRA,HANDYSIZE,COA_3M,31.11,2.0,96000,SCENARIO
2026-08-18,NEWCASTLE_AU_DHAMRA,HANDYSIZE,COA_6M,32.02,5.0,192000,SCENARIO
2026-08-18,NEWCASTLE_AU_DHAMRA,HANDYSIZE,COA_12M,32.94,8.0,384000,SCENARIO
2026-08-18,NEWCASTLE_AU_DHAMRA,PANAMAX,SPOT,20.93,0.0,70000,SCENARIO
2026-08-18,NEWCASTLE_AU_DHAMRA,PANAMAX,COA_3M,21.35,2.0,210000,SCENARIO
2026-08-18,NEWCASTLE_AU_DHAMRA,PANAMAX,COA_6M,21.98,5.0,420000,SCENARIO
2026-08-18,NEWCASTLE_AU_DHAMRA,PANAMAX,COA_12M,22.6,8.0,840000,SCENARIO
2026-08-18,NEWCASTLE_AU_DHAMRA,PANAMAX,SPOT,21.74,0.0,70000,SCENARIO
2026-08-18,NEWCASTLE_AU_DHAMRA,PANAMAX,COA_3M,22.17,2.0,210000,SCENARIO
2026-08-18,NEWCASTLE_AU_DHAMRA,PANAMAX,COA_6M,22.83,5.0,420000,SCENARIO
2026-08-18,NEWCASTLE_AU_DHAMRA,PANAMAX,COA_12M,23.48,8.0,840000,SCENARIO
2026-08-18,NEWCASTLE_AU_DHAMRA,SUPRAMAX,SPOT,24.91,0.0,50000,SCENARIO
2026-08-18,NEWCASTLE_AU_DHAMRA,SUPRAMAX,COA_3M,25.41,2.0,150000,SCENARIO
2026-08-18,NEWCASTLE_AU_DHAMRA,SUPRAMAX,COA_6M,26.16,5.0,300000,SCENARIO
2026-08-18,NEWCASTLE_AU_DHAMRA,SUPRAMAX,COA_12M,26.9,8.0,600000,SCENARIO
2026-08-18,NEWCASTLE_AU_GANGAVARAM,HANDYSIZE,SPOT,30.19,0.0,32000,SCENARIO
2026-08-18,NEWCASTLE_AU_GANGAVARAM,HANDYSIZE,COA_3M,30.79,2.0,96000,SCENARIO
2026-08-18,NEWCASTLE_AU_GANGAVARAM,HANDYSIZE,COA_6M,31.7,5.0,192000,SCENARIO
2026-08-18,NEWCASTLE_AU_GANGAVARAM,HANDYSIZE,COA_12M,32.61,8.0,384000,SCENARIO
2026-08-18,NEWCASTLE_AU_GANGAVARAM,PANAMAX,SPOT,20.72,0.0,70000,SCENARIO
2026-08-18,NEWCASTLE_AU_GANGAVARAM,PANAMAX,COA_3M,21.13,2.0,210000,SCENARIO
2026-08-18,NEWCASTLE_AU_GANGAVARAM,PANAMAX,COA_6M,21.76,5.0,420000,SCENARIO
2026-08-18,NEWCASTLE_AU_GANGAVARAM,PANAMAX,COA_12M,22.38,8.0,840000,SCENARIO
2026-08-18,NEWCASTLE_AU_GANGAVARAM,PANAMAX,SPOT,21.52,0.0,70000,SCENARIO
2026-08-18,NEWCASTLE_AU_GANGAVARAM,PANAMAX,COA_3M,21.95,2.0,210000,SCENARIO
2026-08-18,NEWCASTLE_AU_GANGAVARAM,PANAMAX,COA_6M,22.6,5.0,420000,SCENARIO
2026-08-18,NEWCASTLE_AU_GANGAVARAM,PANAMAX,COA_12M,23.24,8.0,840000,SCENARIO
2026-08-18,NEWCASTLE_AU_GANGAVARAM,SUPRAMAX,SPOT,24.66,0.0,50000,SCENARIO
2026-08-18,NEWCASTLE_AU_GANGAVARAM,SUPRAMAX,COA_3M,25.15,2.0,150000,SCENARIO
2026-08-18,NEWCASTLE_AU_GANGAVARAM,SUPRAMAX,COA_6M,25.89,5.0,300000,SCENARIO
2026-08-18,NEWCASTLE_AU_GANGAVARAM,SUPRAMAX,COA_12M,26.63,8.0,600000,SCENARIO
2026-08-18,NEWCASTLE_AU_GOPALPUR,HANDYSIZE,SPOT,30.66,0.0,32000,SCENARIO
2026-08-18,NEWCASTLE_AU_GOPALPUR,HANDYSIZE,COA_3M,31.27,2.0,96000,SCENARIO
2026-08-18,NEWCASTLE_AU_GOPALPUR,HANDYSIZE,COA_6M,32.19,5.0,192000,SCENARIO
2026-08-18,NEWCASTLE_AU_GOPALPUR,HANDYSIZE,COA_12M,33.11,8.0,384000,SCENARIO
2026-08-18,NEWCASTLE_AU_GOPALPUR,PANAMAX,SPOT,21.85,0.0,70000,SCENARIO
2026-08-18,NEWCASTLE_AU_GOPALPUR,PANAMAX,COA_3M,22.29,2.0,210000,SCENARIO
2026-08-18,NEWCASTLE_AU_GOPALPUR,PANAMAX,COA_6M,22.94,5.0,420000,SCENARIO
2026-08-18,NEWCASTLE_AU_GOPALPUR,PANAMAX,COA_12M,23.6,8.0,840000,SCENARIO
2026-08-18,NEWCASTLE_AU_GOPALPUR,SUPRAMAX,SPOT,25.05,0.0,50000,SCENARIO
2026-08-18,NEWCASTLE_AU_GOPALPUR,SUPRAMAX,COA_3M,25.55,2.0,150000,SCENARIO
2026-08-18,NEWCASTLE_AU_GOPALPUR,SUPRAMAX,COA_6M,26.3,5.0,300000,SCENARIO
2026-08-18,NEWCASTLE_AU_GOPALPUR,SUPRAMAX,COA_12M,27.05,8.0,600000,SCENARIO
2026-08-18,NEWCASTLE_AU_PARADIP,HANDYSIZE,SPOT,30.62,0.0,32000,SCENARIO
2026-08-18,NEWCASTLE_AU_PARADIP,HANDYSIZE,COA_3M,31.23,2.0,96000,SCENARIO
2026-08-18,NEWCASTLE_AU_PARADIP,HANDYSIZE,COA_6M,32.15,5.0,192000,SCENARIO
2026-08-18,NEWCASTLE_AU_PARADIP,HANDYSIZE,COA_12M,33.07,8.0,384000,SCENARIO
2026-08-18,NEWCASTLE_AU_PARADIP,PANAMAX,SPOT,21.01,0.0,70000,SCENARIO
2026-08-18,NEWCASTLE_AU_PARADIP,PANAMAX,COA_3M,21.43,2.0,210000,SCENARIO
2026-08-18,NEWCASTLE_AU_PARADIP,PANAMAX,COA_6M,22.06,5.0,420000,SCENARIO
2026-08-18,NEWCASTLE_AU_PARADIP,PANAMAX,COA_12M,22.69,8.0,840000,SCENARIO
2026-08-18,NEWCASTLE_AU_PARADIP,PANAMAX,SPOT,21.82,0.0,70000,SCENARIO
2026-08-18,NEWCASTLE_AU_PARADIP,PANAMAX,COA_3M,22.26,2.0,210000,SCENARIO
2026-08-18,NEWCASTLE_AU_PARADIP,PANAMAX,COA_6M,22.91,5.0,420000,SCENARIO
2026-08-18,NEWCASTLE_AU_PARADIP,PANAMAX,COA_12M,23.57,8.0,840000,SCENARIO
2026-08-18,NEWCASTLE_AU_PARADIP,SUPRAMAX,SPOT,25.01,0.0,50000,SCENARIO
2026-08-18,NEWCASTLE_AU_PARADIP,SUPRAMAX,COA_3M,25.51,2.0,150000,SCENARIO
2026-08-18,NEWCASTLE_AU_PARADIP,SUPRAMAX,COA_6M,26.26,5.0,300000,SCENARIO
2026-08-18,NEWCASTLE_AU_PARADIP,SUPRAMAX,COA_12M,27.01,8.0,600000,SCENARIO
2026-08-18,NEWCASTLE_AU_SANDHEADS,HANDYSIZE,SPOT,31.36,0.0,32000,SCENARIO
2026-08-18,NEWCASTLE_AU_SANDHEADS,HANDYSIZE,COA_3M,31.99,2.0,96000,SCENARIO
2026-08-18,NEWCASTLE_AU_SANDHEADS,HANDYSIZE,COA_6M,32.93,5.0,192000,SCENARIO
2026-08-18,NEWCASTLE_AU_SANDHEADS,HANDYSIZE,COA_12M,33.87,8.0,384000,SCENARIO
2026-08-18,NEWCASTLE_AU_SANDHEADS,PANAMAX,SPOT,21.5,0.0,70000,SCENARIO
2026-08-18,NEWCASTLE_AU_SANDHEADS,PANAMAX,COA_3M,21.93,2.0,210000,SCENARIO
2026-08-18,NEWCASTLE_AU_SANDHEADS,PANAMAX,COA_6M,22.57,5.0,420000,SCENARIO
2026-08-18,NEWCASTLE_AU_SANDHEADS,PANAMAX,COA_12M,23.22,8.0,840000,SCENARIO
2026-08-18,NEWCASTLE_AU_SANDHEADS,PANAMAX,SPOT,22.33,0.0,70000,SCENARIO
2026-08-18,NEWCASTLE_AU_SANDHEADS,PANAMAX,COA_3M,22.78,2.0,210000,SCENARIO
2026-08-18,NEWCASTLE_AU_SANDHEADS,PANAMAX,COA_6M,23.45,5.0,420000,SCENARIO
2026-08-18,NEWCASTLE_AU_SANDHEADS,PANAMAX,COA_12M,24.12,8.0,840000,SCENARIO
2026-08-18,NEWCASTLE_AU_SANDHEADS,SUPRAMAX,SPOT,25.62,0.0,50000,SCENARIO
2026-08-18,NEWCASTLE_AU_SANDHEADS,SUPRAMAX,COA_3M,26.13,2.0,150000,SCENARIO
2026-08-18,NEWCASTLE_AU_SANDHEADS,SUPRAMAX,COA_6M,26.9,5.0,300000,SCENARIO
2026-08-18,NEWCASTLE_AU_SANDHEADS,SUPRAMAX,COA_12M,27.67,8.0,600000,SCENARIO
2026-08-18,NEWCASTLE_AU_VIZAG,HANDYSIZE,SPOT,30.64,0.0,32000,SCENARIO
2026-08-18,NEWCASTLE_AU_VIZAG,HANDYSIZE,COA_3M,31.25,2.0,96000,SCENARIO
2026-08-18,NEWCASTLE_AU_VIZAG,HANDYSIZE,COA_6M,32.17,5.0,192000,SCENARIO
2026-08-18,NEWCASTLE_AU_VIZAG,HANDYSIZE,COA_12M,33.09,8.0,384000,SCENARIO
2026-08-18,NEWCASTLE_AU_VIZAG,PANAMAX,SPOT,21.02,0.0,70000,SCENARIO
2026-08-18,NEWCASTLE_AU_VIZAG,PANAMAX,COA_3M,21.44,2.0,210000,SCENARIO
2026-08-18,NEWCASTLE_AU_VIZAG,PANAMAX,COA_6M,22.07,5.0,420000,SCENARIO
2026-08-18,NEWCASTLE_AU_VIZAG,PANAMAX,COA_12M,22.7,8.0,840000,SCENARIO
