date,port,waiting_vessels_count,avg_waiting_time_hrs,congestion_status,data_type
2025-12-22,GANGAVARAM,0,0.0,NORMAL,SYNTHETIC
2025-12-23,GANGAVARAM,0,0.0,NORMAL,SYNTHETIC
2025-12-24,GANGAVARAM,1,0.0,NORMAL,SYNTHETIC
2025-12-25,GANGAVARAM,0,0.0,NORMAL,SYNTHETIC
2025-12-26,GANGAVARAM,1,0.0,NORMAL,SYNTHETIC
2025-12-29,GANGAVARAM,0,0.0,NORMAL,SYNTHETIC
2025-12-30,GANGAVARAM,0,0.0,NORMAL,SYNTHETIC
2025-12-31,GANGAVARAM,0,0.0,NORMAL,SYNTHETIC
2026-01-01,GANGAVARAM,1,0.0,NORMAL,SYNTHETIC
2026-01-02,GANGAVARAM,1,0.0,NORMAL,SYNTHETIC
2026-01-05,GANGAVARAM,0,0.0,NORMAL,SYNTHETIC
2026-01-06,GANGAVARAM,0,0.0,NORMAL,SYNTHETIC
2026-01-07,GANGAVARAM,1,0.0,NORMAL,SYNTHETIC
2026-01-08,GANGAVARAM,1,0.0,NORMAL,SYNTHETIC
2026-01-09,GANGAVARAM,1,0.0,NORMAL,SYNTHETIC
2026-01-12,GANGAVARAM,0,0.0,NORMAL,SYNTHETIC
2026-01-13,GANGAVARAM,0,0.0,NORMAL,SYNTHETIC
2026-01-14,GANGAVARAM,1,3.1,NORMAL,SYNTHETIC
2026-01-15,GANGAVARAM,0,3.5,NORMAL,SYNTHETIC
2026-01-16,GANGAVARAM,1,8.1,NORMAL,SYNTHETIC
2026-01-19,GANGAVARAM,0,9.7,NORMAL,SYNTHETIC
2026-01-20,GANGAVARAM,2,9.9,NORMAL,SYNTHETIC
2026-01-21,GANGAVARAM,2,10.6,NORMAL,SYNTHETIC
2026-01-22,GANGAVARAM,1,13.3,NORMAL,SYNTHETIC
2026-01-23,GANGAVARAM,2,11.2,NORMAL,SYNTHETIC
2026-01-26,GANGAVARAM,0,10.5,NORMAL,SYNTHETIC
2026-01-27,GANGAVARAM,1,9.2,NORMAL,SYNTHETIC
2026-01-28,GANGAVARAM,1,6.8,NORMAL,SYNTHETIC
2026-01-29,GANGAVARAM,1,3.3,NORMAL,SYNTHETIC
2026-01-30,GANGAVARAM,1,4.7,NORMAL,SYNTHETIC
2026-02-02,GANGAVARAM,0,6.1,NORMAL,SYNTHETIC
2026-02-03,GANGAVARAM,1,9.6,NORMAL,SYNTHETIC
2026-02-04,GANGAVARAM,1,11.7,NORMAL,SYNTHETIC
2026-02-05,GANGAVARAM,2,11.6,NORMAL,SYNTHETIC
2026-02-06,GANGAVARAM,3,13.4,NORMAL,SYNTHETIC
2026-02-09,GANGAVARAM,0,11.7,NORMAL,SYNTHETIC
2026-02-10,GANGAVARAM,1,11.4,NORMAL,SYNTHETIC
2026-02-11,GANGAVARAM,1,11.9,NORMAL,SYNTHETIC
2026-02-12,GANGAVARAM,2,17.5,ELEVATED,SYNTHETIC
2026-02-13,GANGAVARAM,1,17.2,ELEVATED,SYNTHETIC
2026-02-16,GANGAVARAM,3,15.0,ELEVATED,SYNTHETIC
2026-02-17,GANGAVARAM,1,10.7,NORMAL,SYNTHETIC
2026-02-18,GANGAVARAM,2,9.3,NORMAL,SYNTHETIC
2026-02-19,GANGAVARAM,0,8.1,NORMAL,SYNTHETIC
2026-02-20,GANGAVARAM,1,10.8,NORMAL,SYNTHETIC
2026-02-23,GANGAVARAM,1,9.2,NORMAL,SYNTHETIC
2026-02-24,GANGAVARAM,0,11.6,NORMAL,SYNTHETIC
2026-02-25,GANGAVARAM,1,14.9,ELEVATED,SYNTHETIC
2026-02-26,GANGAVARAM,2,13.7,NORMAL,SYNTHETIC
2026-02-27,GANGAVARAM,1,12.9,NORMAL,SYNTHETIC
2026-03-02,GANGAVARAM,2,13.9,NORMAL,SYNTHETIC
2026-03-03,GANGAVARAM,1,12.0,NORMAL,SYNTHETIC
2026-03-04,GANGAVARAM,1,9.8,NORMAL,SYNTHETIC
2026-03-05,GANGAVARAM,0,10.5,NORMAL,SYNTHETIC
2026-03-06,GANGAVARAM,1,7.0,NORMAL,SYNTHETIC
2026-03-09,GANGAVARAM,1,6.3,NORMAL,SYNTHETIC
2026-03-10,GANGAVARAM,1,8.3,NORMAL,SYNTHETIC
2026-03-11,GANGAVARAM,1,9.2,NORMAL,SYNTHETIC
2026-03-12,GANGAVARAM,2,8.8,NORMAL,SYNTHETIC
2026-03-13,GANGAVARAM,0,9.1,NORMAL,SYNTHETIC
2026-03-16,GANGAVARAM,1,9.5,NORMAL,SYNTHETIC
2026-03-17,GANGAVARAM,1,10.2,NORMAL,SYNTHETIC
2026-03-18,GANGAVARAM,2,7.4,NORMAL,SYNTHETIC
2026-03-19,GANGAVARAM,0,5.4,NORMAL,SYNTHETIC
2026-03-20,GANGAVARAM,0,2.3,NORMAL,SYNTHETIC
2026-03-23,GANGAVARAM,0,3.2,NORMAL,SYNTHETIC
2026-03-24,GANGAVARAM,0,1.3,NORMAL,SYNTHETIC
2026-03-25,GANGAVARAM,0,0.0,NORMAL,SYNTHETIC
2026-03-26,GANGAVARAM,1,0.0,NORMAL,SYNTHETIC
2026-03-27,GANGAVARAM,0,0.0,NORMAL,SYNTHETIC
2026-03-30,GANGAVARAM,0,2.0,NORMAL,SYNTHETIC
2026-03-31,GANGAVARAM,0,0.3,NORMAL,SYNTHETIC
2026-04-01,GANGAVARAM,0,1.8,NORMAL,SYNTHETIC
2026-04-02,GANGAVARAM,1,0.0,NORMAL,SYNTHETIC
2026-04-03,GANGAVARAM,1,1.0,NORMAL,SYNTHETIC
2026-04-06,GANGAVARAM,1,0.4,NORMAL,SYNTHETIC
2026-04-07,GANGAVARAM,0,0.0,NORMAL,SYNTHETIC
2026-04-08,GANGAVARAM,1,0.9,NORMAL,SYNTHETIC
2026-04-09,GANGAVARAM,1,0.0,NORMAL,SYNTHETIC
2026-04-10,GANGAVARAM,1,0.0,NORMAL,SYNTHETIC
2026-04-13,GANGAVARAM,0,0.2,NORMAL,SYNTHETIC
2026-04-14,GANGAVARAM,1,2.2,NORMAL,SYNTHETIC
2026-04-15,GANGAVARAM,0,0.1,NORMAL,SYNTHETIC
2026-04-16,GANGAVARAM,0,3.3,NORMAL,SYNTHETIC
2026-04-17,GANGAVARAM,1,4.5,NORMAL,SYNTHETIC
2026-04-20,GANGAVARAM,1,3.7,NORMAL,SYNTHETIC
2026-04-21,GANGAVARAM,1,4.1,NORMAL,SYNTHETIC
2026-04-22,GANGAVARAM,1,7.1,NORMAL,SYNTHETIC
2026-04-23,GANGAVARAM,0,8.3,NORMAL,SYNTHETIC
2026-04-24,GANGAVARAM,2,9.2,NORMAL,SYNTHETIC
2026-04-27,GANGAVARAM,2,12.2,NORMAL,SYNTHETIC
2026-04-28,GANGAVARAM,3,12.9,NORMAL,SYNTHETIC
2026-04-29,GANGAVARAM,2,14.5,ELEVATED,SYNTHETIC
2026-04-30,GANGAVARAM,1,13.6,NORMAL,SYNTHETIC
2026-05-01,GANGAVARAM,1,15.2,ELEVATED,SYNTHETIC
2026-05-04,GANGAVARAM,1,14.7,ELEVATED,SYNTHETIC
2026-05-05,GANGAVARAM,0,9.9,NORMAL,SYNTHETIC
2026-05-06,GANGAVARAM,0,9.1,NORMAL,SYNTHETIC
2026-05-07,GANGAVARAM,2,8.8,NORMAL,SYNTHETIC
2026-05-08,GANGAVARAM,0,5.4,NORMAL,SYNTHETIC
2026-05-11,GANGAVARAM,0,4.6,NORMAL,SYNTHETIC
2026-05-12,GANGAVARAM,0,3.2,NORMAL,SYNTHETIC
2026-05-13,GANGAVARAM,0,5.0,NORMAL,SYNTHETIC
2026-05-14,GANGAVARAM,1,5.9,NORMAL,SYNTHETIC
2026-05-15,GANGAVARAM,1,5.1,NORMAL,SYNTHETIC
2026-05-18,GANGAVARAM,1,6.2,NORMAL,SYNTHETIC
2026-05-19,GANGAVARAM,1,7.7,NORMAL,SYNTHETIC
2026-05-20,GANGAVARAM,1,10.5,NORMAL,SYNTHETIC
2026-05-21,GANGAVARAM,0,10.4,NORMAL,SYNTHETIC
2026-05-22,GANGAVARAM,1,12.4,NORMAL,SYNTHETIC
2026-05-25,GANGAVARAM,0,8.6,NORMAL,SYNTHETIC
2026-05-26,GANGAVARAM,1,10.0,NORMAL,SYNTHETIC
2026-05-27,GANGAVARAM,2,7.0,NORMAL,SYNTHETIC
2026-05-28,GANGAVARAM,0,6.6,NORMAL,SYNTHETIC
2026-05-29,GANGAVARAM,1,8.8,NORMAL,SYNTHETIC
2026-06-01,GANGAVARAM,7,48.9,SEVERE,SYNTHETIC
2026-06-02,GANGAVARAM,5,30.7,SEVERE,SYNTHETIC
2026-06-03,GANGAVARAM,4,31.1,SEVERE,SYNTHETIC
2026-06-04,GANGAVARAM,10,56.1,SEVERE,SYNTHETIC
2026-06-05,GANGAVARAM,4,22.8,HIGH,SYNTHETIC
2026-06-08,GANGAVARAM,8,51.4,SEVERE,SYNTHETIC
2026-06-09,GANGAVARAM,10,54.4,SEVERE,SYNTHETIC
2026-06-10,GANGAVARAM,4,31.5,SEVERE,SYNTHETIC
2026-06-11,GANGAVARAM,6,43.1,SEVERE,SYNTHETIC
2026-06-12,GANGAVARAM,11,61.0,SEVERE,SYNTHETIC
2026-06-15,GANGAVARAM,9,64.6,SEVERE,SYNTHETIC
2026-06-16,GANGAVARAM,11,64.5,SEVERE,SYNTHETIC
2026-06-17,GANGAVARAM,10,56.2,SEVERE,SYNTHETIC
2026-06-18,GANGAVARAM,8,52.8,SEVERE,SYNTHETIC
2026-06-19,GANGAVARAM,9,49.8,SEVERE,SYNTHETIC
2026-06-22,GANGAVARAM,9,60.0,SEVERE,SYNTHETIC
2026-06-23,GANGAVARAM,5,37.5,SEVERE,SYNTHETIC
2026-06-24,GANGAVARAM,5,40.3,SEVERE,SYNTHETIC
2026-06-25,GANGAVARAM,7,44.4,SEVERE,SYNTHETIC
2026-06-26,GANGAVARAM,7,39.9,SEVERE,SYNTHETIC
2026-06-29,GANGAVARAM,8,53.0,SEVERE,SYNTHETIC
2026-06-30,GANGAVARAM,5,35.5,SEVERE,SYNTHETIC
2026-07-01,GANGAVARAM,8,57.9,SEVERE,SYNTHETIC
2026-07-02,GANGAVARAM,6,32.1,SEVERE,SYNTHETIC
2026-07-03,GANGAVARAM,4,28.6,HIGH,SYNTHETIC
2026-07-06,GANGAVARAM,8,53.7,SEVERE,SYNTHETIC
2026-07-07,GANGAVARAM,6,31.5,SEVERE,SYNTHETIC
2026-07-08,GANGAVARAM,6,42.0,SEVERE,SYNTHETIC
2026-07-09,GANGAVARAM,8,53.3,SEVERE,SYNTHETIC
2026-07-10,GANGAVARAM,7,47.2,SEVERE,SYNTHETIC
2026-07-13,GANGAVARAM,11,60.2,SEVERE,SYNTHETIC
2026-07-14,GANGAVARAM,4,27.8,HIGH,SYNTHETIC
2026-07-15,GANGAVARAM,9,49.7,SEVERE,SYNTHETIC
2026-07-16,GANGAVARAM,9,48.0,SEVERE,SYNTHETIC
2026-07-17,GANGAVARAM,7,46.9,SEVERE,SYNTHETIC
2026-07-20,GANGAVARAM,2,23.4,HIGH,SYNTHETIC
2026-07-21,GANGAVARAM,11,60.3,SEVERE,SYNTHETIC
2026-07-22,GANGAVARAM,9,61.3,SEVERE,SYNTHETIC
2026-07-23,GANGAVARAM,3,26.0,HIGH,SYNTHETIC
2026-07-24,GANGAVARAM,7,43.6,SEVERE,SYNTHETIC
2026-07-27,GANGAVARAM,10,62.9,SEVERE,SYNTHETIC
2026-07-28,GANGAVARAM,9,55.8,SEVERE,SYNTHETIC
2026-07-29,GANGAVARAM,7,44.4,SEVERE,SYNTHETIC
2026-07-30,GANGAVARAM,6,41.0,SEVERE,SYNTHETIC
2026-07-31,GANGAVARAM,10,67.3,SEVERE,SYNTHETIC
2026-08-03,GANGAVARAM,5,41.4,SEVERE,SYNTHETIC
2026-08-04,GANGAVARAM,7,46.6,SEVERE,SYNTHETIC
2026-08-05,GANGAVARAM,12,66.7,SEVERE,SYNTHETIC
2026-08-06,GANGAVARAM,13,74.9,SEVERE,SYNTHETIC
2026-08-07,GANGAVARAM,10,62.8,SEVERE,SYNTHETIC
2026-08-08,GANGAVARAM,7,43.6,SEVERE,SYNTHETIC
2026-08-10,GANGAVARAM,7,49.2,SEVERE,SYNTHETIC
2026-08-11,GANGAVARAM,8,52.1,SEVERE,SYNTHETIC
2026-08-12,GANGAVARAM,5,37.3,SEVERE,SYNTHETIC
2026-08-13,GANGAVARAM,12,69.8,SEVERE,SYNTHETIC
2026-08-14,GANGAVARAM,7,43.8,SEVERE,SYNTHETIC
2026-08-17,GANGAVARAM,9,56.6,SEVERE,SYNTHETIC
2026-08-18,GANGAVARAM,4,32.7,SEVERE,SYNTHETIC
2026-08-19,GANGAVARAM,7,51.1,SEVERE,SYNTHETIC
2026-08-20,GANGAVARAM,5,39.4,SEVERE,SYNTHETIC
2026-08-21,GANGAVARAM,8,52.8,SEVERE,SYNTHETIC
2026-08-24,GANGAVARAM,10,61.4,SEVERE,SYNTHETIC
2026-08-25,GANGAVARAM,9,59.8,SEVERE,SYNTHETIC
2026-08-26,GANGAVARAM,8,52.4,SEVERE,SYNTHETIC
2026-08-27,GANGAVARAM,5,36.8,SEVERE,SYNTHETIC
2026-08-28,GANGAVARAM,8,46.6,SEVERE,SYNTHETIC
2026-08-31,GANGAVARAM,5,28.8,HIGH,SYNTHETIC
2026-09-01,GANGAVARAM,7,49.1,SEVERE,SYNTHETIC
2026-09-02,GANGAVARAM,4,32.5,SEVERE,SYNTHETIC
2026-09-03,GANGAVARAM,8,57.2,SEVERE,SYNTHETIC
2026-09-04,GANGAVARAM,4,30.8,SEVERE,SYNTHETIC
2026-09-08,GANGAVARAM,8,58.8,SEVERE,SYNTHETIC
2023-01-02,GOPALPUR,2,17.9,NORMAL,SYNTHETIC
2023-01-03,GOPALPUR,2,19.2,NORMAL,SYNTHETIC
2023-01-04,GOPALPUR,2,18.8,NORMAL,SYNTHETIC
2023-01-05,GOPALPUR,2,21.3,NORMAL,SYNTHETIC
2023-01-06,GOPALPUR,3,23.5,ELEVATED,SYNTHETIC
2023-01-09,GOPALPUR,4,24.3,ELEVATED,SYNTHETIC
2023-01-10,GOPALPUR,3,21.6,NORMAL,SYNTHETIC
2023-01-11,GOPALPUR,4,22.3,ELEVATED,SYNTHETIC
2023-01-12,GOPALPUR,4,21.6,ELEVATED,SYNTHETIC
2023-01-13,GOPALPUR,2,18.9,NORMAL,SYNTHETIC
2023-01-16,GOPALPUR,2,16.4,NORMAL,SYNTHETIC
2023-01-17,GOPALPUR,2,18.2,NORMAL,SYNTHETIC
2023-01-18,GOPALPUR,2,23.0,ELEVATED,SYNTHETIC
2023-01-19,GOPALPUR,2,23.7,ELEVATED,SYNTHETIC
2023-01-20,GOPALPUR,4,23.5,ELEVATED,SYNTHETIC
2023-01-23,GOPALPUR,3,26.1,ELEVATED,SYNTHETIC
2023-01-24,GOPALPUR,4,26.6,ELEVATED,SYNTHETIC
2023-01-25,GOPALPUR,5,25.2,ELEVATED,SYNTHETIC
2023-01-26,GOPALPUR,3,25.2,ELEVATED,SYNTHETIC
2023-01-27,GOPALPUR,4,23.5,ELEVATED,SYNTHETIC
2023-01-30,GOPALPUR,4,23.9,ELEVATED,SYNTHETIC
2023-01-31,GOPALPUR,5,25.2,ELEVATED,SYNTHETIC
2023-02-01,GOPALPUR,5,27.6,HIGH,SYNTHETIC
2023-02-02,GOPALPUR,5,24.8,ELEVATED,SYNTHETIC
2023-02-03,GOPALPUR,5,27.4,HIGH,SYNTHETIC
2023-02-06,GOPALPUR,3,27.8,HIGH,SYNTHETIC
2023-02-07,GOPALPUR,5,27.6,HIGH,SYNTHETIC
2023-02-08,GOPALPUR,4,26.8,ELEVATED,SYNTHETIC
2023-02-09,GOPALPUR,5,26.7,ELEVATED,SYNTHETIC
2023-02-10,GOPALPUR,4,26.6,ELEVATED,SYNTHETIC
2023-02-13,GOPALPUR,5,25.8,ELEVATED,SYNTHETIC
2023-02-14,GOPALPUR,5,26.1,ELEVATED,SYNTHETIC
2023-02-15,GOPALPUR,4,26.9,ELEVATED,SYNTHETIC
2023-02-16,GOPALPUR,3,26.4,ELEVATED,SYNTHETIC
2023-02-17,GOPALPUR,4,27.8,HIGH,SYNTHETIC
2023-02-20,GOPALPUR,4,26.4,ELEVATED,SYNTHETIC
2023-02-21,GOPALPUR,3,20.9,NORMAL,SYNTHETIC
2023-02-22,GOPALPUR,2,18.8,NORMAL,SYNTHETIC
2023-02-23,GOPALPUR,4,18.5,NORMAL,SYNTHETIC
2023-02-24,GOPALPUR,3,18.7,NORMAL,SYNTHETIC
2023-02-27,GOPALPUR,2,20.4,NORMAL,SYNTHETIC
2023-02-28,GOPALPUR,4,21.5,NORMAL,SYNTHETIC
2023-03-01,GOPALPUR,3,20.4,NORMAL,SYNTHETIC
2023-03-02,GOPALPUR,4,21.4,NORMAL,SYNTHETIC
2023-03-03,GOPALPUR,3,18.9,NORMAL,SYNTHETIC
2023-03-06,GOPALPUR,3,18.1,NORMAL,SYNTHETIC
2023-03-07,GOPALPUR,3,17.0,NORMAL,SYNTHETIC
2023-03-08,GOPALPUR,3,18.4,NORMAL,SYNTHETIC
2023-03-09,GOPALPUR,2,15.1,NORMAL,SYNTHETIC
2023-03-10,GOPALPUR,2,17.5,NORMAL,SYNTHETIC
2023-03-13,GOPALPUR,3,15.0,NORMAL,SYNTHETIC
2023-03-14,GOPALPUR,2,17.4,NORMAL,SYNTHETIC
2023-03-15,GOPALPUR,2,15.7,NORMAL,SYNTHETIC
2023-03-16,GOPALPUR,3,12.9,NORMAL,SYNTHETIC
2023-03-17,GOPALPUR,3,15.2,NORMAL,SYNTHETIC
2023-03-20,GOPALPUR,3,15.2,NORMAL,SYNTHETIC
2023-03-21,GOPALPUR,2,11.2,NORMAL,SYNTHETIC
2023-03-22,GOPALPUR,2,9.2,NORMAL,SYNTHETIC
2023-03-23,GOPALPUR,0,10.3,NORMAL,SYNTHETIC
2023-03-24,GOPALPUR,2,9.3,NORMAL,SYNTHETIC
2023-03-27,GOPALPUR,0,5.4,NORMAL,SYNTHETIC
2023-03-28,GOPALPUR,1,9.5,NORMAL,SYNTHETIC
2023-03-29,GOPALPUR,0,9.2,NORMAL,SYNTHETIC
2023-03-30,GOPALPUR,0,5.3,NORMAL,SYNTHETIC
2023-03-31,GOPALPUR,0,3.4,NORMAL,SYNTHETIC
2023-04-03,GOPALPUR,1,1.1,NORMAL,SYNTHETIC
2023-04-04,GOPALPUR,1,0.2,NORMAL,SYNTHETIC
2023-04-05,GOPALPUR,1,0.0,NORMAL,SYNTHETIC
2023-04-06,GOPALPUR,0,0.0,NORMAL,SYNTHETIC
2023-04-07,GOPALPUR,0,0.0,NORMAL,SYNTHETIC
2023-04-10,GOPALPUR,1,0.0,NORMAL,SYNTHETIC
2023-04-11,GOPALPUR,0,0.0,NORMAL,SYNTHETIC
2023-04-12,GOPALPUR,1,0.0,NORMAL,SYNTHETIC
2023-04-13,GOPALPUR,0,0.3,NORMAL,SYNTHETIC
2023-04-14,GOPALPUR,0,2.5,NORMAL,SYNTHETIC
2023-04-17,GOPALPUR,0,0.0,NORMAL,SYNTHETIC
2023-04-18,GOPALPUR,0,0.4,NORMAL,SYNTHETIC
2023-04-19,GOPALPUR,0,1.0,NORMAL,SYNTHETIC
2023-04-20,GOPALPUR,0,0.2,NORMAL,SYNTHETIC
2023-04-21,GOPALPUR,0,1.2,NORMAL,SYNTHETIC
2023-04-24,GOPALPUR,0,3.1,NORMAL,SYNTHETIC
2023-04-25,GOPALPUR,0,1.4,NORMAL,SYNTHETIC
2023-04-26,GOPALPUR,0,3.2,NORMAL,SYNTHETIC
2023-04-27,GOPALPUR,0,2.8,NORMAL,SYNTHETIC
2023-04-28,GOPALPUR,0,1.0,NORMAL,SYNTHETIC
2023-05-01,GOPALPUR,1,1.5,NORMAL,SYNTHETIC
2023-05-02,GOPALPUR,0,2.7,NORMAL,SYNTHETIC
2023-05-03,GOPALPUR,0,0.0,NORMAL,SYNTHETIC
2023-05-04,GOPALPUR,1,0.0,NORMAL,SYNTHETIC
2023-05-05,GOPALPUR,0,0.0,NORMAL,SYNTHETIC
2023-05-08,GOPALPUR,0,0.0,NORMAL,SYNTHETIC
2023-05-09,GOPALPUR,0,0.0,NORMAL,SYNTHETIC
2023-05-10,GOPALPUR,0,0.0,NORMAL,SYNTHETIC
2023-05-11,GOPALPUR,0,0.0,NORMAL,SYNTHETIC
2023-05-12,GOPALPUR,1,1.3,NORMAL,SYNTHETIC
2023-05-15,GOPALPUR,0,2.5,NORMAL,SYNTHETIC
2023-05-16,GOPALPUR,0,4.8,NORMAL,SYNTHETIC
2023-05-17,GOPALPUR,1,5.9,NORMAL,SYNTHETIC
2023-05-18,GOPALPUR,1,6.5,NORMAL,SYNTHETIC
2023-05-19,GOPALPUR,2,6.9,NORMAL,SYNTHETIC
2023-05-22,GOPALPUR,0,5.2,NORMAL,SYNTHETIC
2023-05-23,GOPALPUR,0,2.7,NORMAL,SYNTHETIC
2023-05-24,GOPALPUR,0,0.0,NORMAL,SYNTHETIC
2023-05-25,GOPALPUR,1,4.3,NORMAL,SYNTHETIC
2023-05-26,GOPALPUR,1,1.4,NORMAL,SYNTHETIC
2023-05-29,GOPALPUR,0,3.2,NORMAL,SYNTHETIC
2023-05-30,GOPALPUR,1,0.6,NORMAL,SYNTHETIC
2023-05-31,GOPALPUR,0,2.8,NORMAL,SYNTHETIC
2023-06-01,GOPALPUR,5,24.6,ELEVATED,SYNTHETIC
2023-06-02,GOPALPUR,8,51.1,SEVERE,SYNTHETIC
2023-06-05,GOPALPUR,6,35.9,HIGH,SYNTHETIC
2023-06-06,GOPALPUR,6,37.7,HIGH,SYNTHETIC
2023-06-07,GOPALPUR,8,43.6,HIGH,SYNTHETIC
2023-06-08,GOPALPUR,4,35.4,HIGH,SYNTHETIC
2023-06-09,GOPALPUR,4,25.7,ELEVATED,SYNTHETIC
2023-06-12,GOPALPUR,4,26.6,ELEVATED,SYNTHETIC
2023-06-13,GOPALPUR,5,35.9,HIGH,SYNTHETIC
2023-06-14,GOPALPUR,6,45.8,SEVERE,SYNTHETIC
2023-06-15,GOPALPUR,7,50.1,SEVERE,SYNTHETIC
2023-06-16,GOPALPUR,8,43.9,HIGH,SYNTHETIC
2023-06-19,GOPALPUR,7,42.0,HIGH,SYNTHETIC
2023-06-20,GOPALPUR,5,40.7,HIGH,SYNTHETIC
2023-06-21,GOPALPUR,3,27.0,HIGH,SYNTHETIC
2023-06-22,GOPALPUR,7,41.4,HIGH,SYNTHETIC
2023-06-23,GOPALPUR,6,33.0,HIGH,SYNTHETIC
2023-06-26,GOPALPUR,3,20.4,NORMAL,SYNTHETIC
2023-06-27,GOPALPUR,5,26.9,ELEVATED,SYNTHETIC
2023-06-28,GOPALPUR,5,32.2,HIGH,SYNTHETIC
2023-06-29,GOPALPUR,8,47.9,SEVERE,SYNTHETIC
2023-06-30,GOPALPUR,3,25.4,ELEVATED,SYNTHETIC
2023-07-03,GOPALPUR,6,35.2,HIGH,SYNTHETIC
2023-07-04,GOPALPUR,5,41.2,HIGH,SYNTHETIC
2023-07-05,GOPALPUR,7,45.1,SEVERE,SYNTHETIC
2023-07-06,GOPALPUR,9,49.2,SEVERE,SYNTHETIC
2023-07-07,GOPALPUR,6,46.5,SEVERE,SYNTHETIC
2023-07-10,GOPALPUR,4,32.5,HIGH,SYNTHETIC
2023-07-11,GOPALPUR,8,46.6,SEVERE,SYNTHETIC
2023-07-12,GOPALPUR,5,26.9,ELEVATED,SYNTHETIC
2023-07-13,GOPALPUR,3,23.0,ELEVATED,SYNTHETIC
2023-07-14,GOPALPUR,4,21.6,ELEVATED,SYNTHETIC
2023-07-17,GOPALPUR,3,22.8,ELEVATED,SYNTHETIC
2023-07-18,GOPALPUR,8,57.8,SEVERE,SYNTHETIC
2023-07-19,GOPALPUR,5,33.0,HIGH,SYNTHETIC
2023-07-20,GOPALPUR,5,40.6,HIGH,SYNTHETIC
2023-07-21,GOPALPUR,7,44.8,HIGH,SYNTHETIC
2023-07-24,GOPALPUR,4,27.8,HIGH,SYNTHETIC
2023-07-25,GOPALPUR,7,36.9,HIGH,SYNTHETIC
2023-07-26,GOPALPUR,10,56.8,SEVERE,SYNTHETIC
2023-07-27,GOPALPUR,4,22.4,ELEVATED,SYNTHETIC
2023-07-28,GOPALPUR,9,49.1,SEVERE,SYNTHETIC
2023-07-31,GOPALPUR,8,46.7,SEVERE,SYNTHETIC
2023-08-01,GOPALPUR,9,51.2,SEVERE,SYNTHETIC
2023-08-02,GOPALPUR,7,49.4,SEVERE,SYNTHETIC
2023-08-03,GOPALPUR,4,32.7,HIGH,SYNTHETIC
2023-08-04,GOPALPUR,6,32.7,HIGH,SYNTHETIC
2023-08-07,GOPALPUR,6,34.8,HIGH,SYNTHETIC
2023-08-08,GOPALPUR,8,50.8,SEVERE,SYNTHETIC
2023-08-09,GOPALPUR,4,34.1,HIGH,SYNTHETIC
2023-08-10,GOPALPUR,9,50.9,SEVERE,SYNTHETIC
2023-08-11,GOPALPUR,4,35.4,HIGH,SYNTHETIC
2023-08-14,GOPALPUR,9,48.9,SEVERE,SYNTHETIC
2023-08-15,GOPALPUR,3,21.0,NORMAL,SYNTHETIC
2023-08-16,GOPALPUR,4,31.7,HIGH,SYNTHETIC
2023-08-17,GOPALPUR,6,37.5,HIGH,SYNTHETIC
2023-08-18,GOPALPUR,2,17.7,NORMAL,SYNTHETIC
2023-08-21,GOPALPUR,0,9.7,NORMAL,SYNTHETIC
2023-08-22,GOPALPUR,5,31.1,HIGH,SYNTHETIC
2023-08-23,GOPALPUR,0,11.0,NORMAL,SYNTHETIC
2023-08-24,GOPALPUR,6,34.1,HIGH,SYNTHETIC
2023-08-25,GOPALPUR,6,42.9,HIGH,SYNTHETIC
2023-08-28,GOPALPUR,4,20.3,NORMAL,SYNTHETIC
2023-08-29,GOPALPUR,3,18.7,NORMAL,SYNTHETIC
2023-08-30,GOPALPUR,3,12.8,NORMAL,SYNTHETIC
2023-08-31,GOPALPUR,5,34.2,HIGH,SYNTHETIC
2023-09-01,GOPALPUR,1,17.9,NORMAL,SYNTHETIC
2023-09-04,GOPALPUR,3,26.9,ELEVATED,SYNTHETIC
2023-09-05,GOPALPUR,2,6.4,NORMAL,SYNTHETIC
2023-09-06,GOPALPUR,0,5.1,NORMAL,SYNTHETIC
2023-09-07,GOPALPUR,5,24.2,ELEVATED,SYNTHETIC
2023-09-08,GOPALPUR,5,26.9,ELEVATED,SYNTHETIC
2023-09-11,GOPALPUR,1,16.8,NORMAL,SYNTHETIC
2023-09-12,GOPALPUR,1,15.7,NORMAL,SYNTHETIC
2023-09-13,GOPALPUR,5,40.7,HIGH,SYNTHETIC
2023-09-14,GOPALPUR,5,26.3,ELEVATED,SYNTHETIC
2023-09-15,GOPALPUR,3,17.6,NORMAL,SYNTHETIC
2023-09-18,GOPALPUR,6,41.5,HIGH,SYNTHETIC
2023-09-19,GOPALPUR,7,42.4,HIGH,SYNTHETIC
2023-09-20,GOPALPUR,4,26.9,ELEVATED,SYNTHETIC
2023-09-21,GOPALPUR,3,20.1,NORMAL,SYNTHETIC
2023-09-22,GOPALPUR,2,15.7,NORMAL,SYNTHETIC
2023-09-25,GOPALPUR,4,25.6,ELEVATED,SYNTHETIC
2023-09-26,GOPALPUR,7,51.5,SEVERE,SYNTHETIC
2023-09-27,GOPALPUR,4,20.7,NORMAL,SYNTHETIC
2023-09-28,GOPALPUR,7,36.4,HIGH,SYNTHETIC
2023-09-29,GOPALPUR,6,36.7,HIGH,SYNTHETIC
