date,origin,destination,vessel_type,estimated_charter_rate_usd_day,one_way_voyage_days,one_way_bunker_cost_usd,one_way_cost_usd_mt,commercial_voyage_days,commercial_bunker_cost_usd,estimated_spot_freight_usd_mt,estimated_freight_rate_usd_mt,estimated_freight_rate_inr_mt,calibration_status,methodology,data_type
2024-07-04,NEWCASTLE_AU,HALDIA,PANAMAX,14000.0,21.08,373362.12,10.98,39.06,644267.66,19.16,19.16,1599.4,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-04,NEWCASTLE_AU,PARADIP,CAPESIZE,22000.0,19.98,568564.67,6.81,37.69,982468.44,11.98,11.98,1000.14,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-04,NEWCASTLE_AU,PARADIP,PANAMAX,14000.0,19.98,364955.43,10.64,37.69,631059.12,18.7,18.7,1560.78,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-04,NEWCASTLE_AU,VIZAG,CAPESIZE,22000.0,20.53,565441.51,6.87,38.11,975593.83,11.99,11.99,1001.23,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-04,NEWCASTLE_AU,VIZAG,PANAMAX,14000.0,20.53,363241.69,10.72,38.11,626944.46,18.72,18.72,1562.77,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-05,KALIMANTAN_ID,HALDIA,PANAMAX,12353.58,11.22,169123.28,5.83,20.83,292467.15,10.0,10.0,834.43,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-05,KALIMANTAN_ID,PARADIP,CAPESIZE,19412.77,10.13,249430.06,3.51,19.46,432761.48,6.09,6.09,508.44,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-05,KALIMANTAN_ID,PARADIP,PANAMAX,12353.58,10.13,160710.11,5.51,19.46,279248.42,9.57,9.57,798.5,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-05,KALIMANTAN_ID,VIZAG,CAPESIZE,19412.77,10.51,241108.17,3.5,19.58,416930.92,6.01,6.01,501.78,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-05,KALIMANTAN_ID,VIZAG,PANAMAX,12353.58,10.51,155669.4,5.51,19.58,269402.17,9.45,9.45,788.48,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-05,NEWCASTLE_AU,HALDIA,PANAMAX,12353.58,21.08,373650.2,10.49,39.06,644764.78,18.25,18.25,1523.11,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-05,NEWCASTLE_AU,PARADIP,CAPESIZE,19412.77,19.98,569003.38,6.51,37.69,983226.52,11.41,11.41,952.51,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-05,NEWCASTLE_AU,PARADIP,PANAMAX,12353.58,19.98,365237.03,10.17,37.69,631546.05,17.82,17.82,1487.18,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-05,NEWCASTLE_AU,VIZAG,CAPESIZE,19412.77,20.53,565877.81,6.56,38.11,976346.61,11.42,11.42,953.07,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-05,NEWCASTLE_AU,VIZAG,PANAMAX,12353.58,20.53,363521.96,10.24,38.11,627428.21,17.83,17.83,1488.35,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-08,KALIMANTAN_ID,HALDIA,PANAMAX,12575.44,11.22,168471.3,5.85,20.83,291339.67,10.05,10.05,838.4,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-08,KALIMANTAN_ID,PARADIP,CAPESIZE,19761.4,10.13,248468.5,3.52,19.46,431093.16,6.12,6.12,510.83,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-08,KALIMANTAN_ID,PARADIP,PANAMAX,12575.44,10.13,160090.56,5.53,19.46,278171.91,9.61,9.61,802.17,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-08,KALIMANTAN_ID,VIZAG,CAPESIZE,19761.4,10.51,240178.69,3.52,19.58,415323.63,6.04,6.04,504.22,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-08,KALIMANTAN_ID,VIZAG,PANAMAX,12575.44,10.51,155069.29,5.53,19.58,268363.61,9.49,9.49,792.23,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-08,NEWCASTLE_AU,HALDIA,PANAMAX,12575.44,21.08,372209.76,10.53,39.06,642279.17,18.34,18.34,1530.11,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-08,NEWCASTLE_AU,PARADIP,CAPESIZE,19761.4,19.98,566809.84,6.54,37.69,979436.13,11.47,11.47,956.87,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-08,NEWCASTLE_AU,PARADIP,PANAMAX,12575.44,19.98,363829.02,10.22,37.69,629111.41,17.9,17.9,1493.89,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-08,NEWCASTLE_AU,VIZAG,CAPESIZE,19761.4,20.53,563696.32,6.58,38.11,972582.74,11.47,11.47,957.52,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-08,NEWCASTLE_AU,VIZAG,PANAMAX,12575.44,20.53,362120.57,10.29,38.11,625009.44,17.92,17.92,1495.19,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-09,KALIMANTAN_ID,HALDIA,PANAMAX,12753.13,11.22,167819.32,5.87,20.83,290212.2,10.08,10.08,841.67,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-09,KALIMANTAN_ID,PARADIP,CAPESIZE,20040.63,10.13,247506.93,3.53,19.46,429424.84,6.14,6.14,512.8,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-09,KALIMANTAN_ID,PARADIP,PANAMAX,12753.13,10.13,159471.02,5.55,19.46,277095.39,9.65,9.65,805.2,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-09,KALIMANTAN_ID,VIZAG,CAPESIZE,20040.63,10.51,239249.21,3.53,19.58,413716.34,6.06,6.06,506.24,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-09,KALIMANTAN_ID,VIZAG,PANAMAX,12753.13,10.51,154469.17,5.55,19.58,267325.05,9.53,9.53,795.33,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-09,NEWCASTLE_AU,HALDIA,PANAMAX,12753.13,21.08,370769.32,10.57,39.06,639793.57,18.4,18.4,1535.79,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-09,NEWCASTLE_AU,PARADIP,CAPESIZE,20040.63,19.98,564616.31,6.56,37.69,975645.74,11.51,11.51,960.41,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-09,NEWCASTLE_AU,PARADIP,PANAMAX,12753.13,19.98,362421.02,10.25,37.69,626676.76,17.96,17.96,1499.33,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-09,NEWCASTLE_AU,VIZAG,CAPESIZE,20040.63,20.53,561514.83,6.61,38.11,968818.88,11.51,11.51,961.12,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-09,NEWCASTLE_AU,VIZAG,PANAMAX,12753.13,20.53,360719.17,10.32,38.11,622590.67,17.98,17.98,1500.74,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-10,KALIMANTAN_ID,HALDIA,PANAMAX,13139.05,11.22,167819.32,5.93,20.83,290212.2,10.2,10.2,851.56,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-10,KALIMANTAN_ID,PARADIP,CAPESIZE,20647.08,10.13,247506.93,3.57,19.46,429424.84,6.21,6.21,518.78,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-10,KALIMANTAN_ID,PARADIP,PANAMAX,13139.05,10.13,159471.02,5.61,19.46,277095.39,9.75,9.75,814.45,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-10,KALIMANTAN_ID,VIZAG,CAPESIZE,20647.08,10.51,239249.21,3.57,19.58,413716.34,6.13,6.13,512.25,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-10,KALIMANTAN_ID,VIZAG,PANAMAX,13139.05,10.51,154469.17,5.61,19.58,267325.05,9.64,9.64,804.62,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-10,NEWCASTLE_AU,HALDIA,PANAMAX,13139.05,21.08,370769.32,10.68,39.06,639793.57,18.61,18.61,1554.33,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-10,NEWCASTLE_AU,PARADIP,CAPESIZE,20647.08,19.98,564616.31,6.63,37.69,975645.74,11.64,11.64,971.98,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-10,NEWCASTLE_AU,PARADIP,PANAMAX,13139.05,19.98,362421.02,10.36,37.69,626676.76,18.17,18.17,1517.22,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-10,NEWCASTLE_AU,VIZAG,CAPESIZE,20647.08,20.53,561514.83,6.68,38.11,968818.88,11.65,11.65,972.82,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-10,NEWCASTLE_AU,VIZAG,PANAMAX,13139.05,20.53,360719.17,10.44,38.11,622590.67,18.19,18.19,1518.82,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-11,KALIMANTAN_ID,HALDIA,PANAMAX,13120.88,11.22,167036.95,5.92,20.83,288859.23,10.17,10.17,850.2,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-11,KALIMANTAN_ID,PARADIP,CAPESIZE,20618.52,10.13,246353.05,3.56,19.46,427422.86,6.2,6.2,517.96,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-11,KALIMANTAN_ID,PARADIP,PANAMAX,13120.88,10.13,158727.56,5.59,19.46,275803.57,9.73,9.73,813.17,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-11,KALIMANTAN_ID,VIZAG,CAPESIZE,20618.52,10.51,238133.83,3.56,19.58,411787.59,6.12,6.12,511.46,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-11,KALIMANTAN_ID,VIZAG,PANAMAX,13120.88,10.51,153749.04,5.6,19.58,266078.78,9.61,9.61,803.39,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-11,NEWCASTLE_AU,HALDIA,PANAMAX,13120.88,21.08,369040.8,10.65,39.06,636810.85,18.56,18.56,1551.22,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-11,NEWCASTLE_AU,PARADIP,CAPESIZE,20618.52,19.98,561984.06,6.61,37.69,971097.28,11.61,11.61,970.03,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-11,NEWCASTLE_AU,PARADIP,PANAMAX,13120.88,19.98,360731.41,10.33,37.69,623755.19,18.12,18.12,1514.19,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-11,NEWCASTLE_AU,VIZAG,CAPESIZE,20618.52,20.53,558897.05,6.66,38.11,964302.24,11.62,11.62,970.88,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-11,NEWCASTLE_AU,VIZAG,PANAMAX,13120.88,20.53,359037.5,10.41,38.11,619688.15,18.14,18.14,1515.8,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-12,KALIMANTAN_ID,HALDIA,PANAMAX,13295.6,11.22,165602.6,5.93,20.83,286378.78,10.19,10.19,850.67,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-12,KALIMANTAN_ID,PARADIP,CAPESIZE,20893.08,10.13,244237.61,3.56,19.46,423752.57,6.21,6.21,518.22,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-12,KALIMANTAN_ID,PARADIP,PANAMAX,13295.6,10.13,157364.56,5.6,19.46,273435.23,9.75,9.75,813.52,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-12,KALIMANTAN_ID,VIZAG,CAPESIZE,20893.08,10.51,236088.96,3.56,19.58,408251.55,6.13,6.13,511.81,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-12,KALIMANTAN_ID,VIZAG,PANAMAX,13295.6,10.51,152428.79,5.6,19.58,263793.95,9.63,9.63,803.88,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-12,NEWCASTLE_AU,HALDIA,PANAMAX,13295.6,21.08,365871.83,10.66,39.06,631342.53,18.58,18.58,1551.17,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-12,NEWCASTLE_AU,PARADIP,CAPESIZE,20893.08,19.98,557158.28,6.62,37.69,962758.43,11.62,11.62,969.97,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-12,NEWCASTLE_AU,PARADIP,PANAMAX,13295.6,19.98,357633.79,10.33,37.69,618398.98,18.14,18.14,1514.02,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-12,NEWCASTLE_AU,VIZAG,CAPESIZE,20893.08,20.53,554097.77,6.66,38.11,956021.74,11.63,11.63,970.91,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-12,NEWCASTLE_AU,VIZAG,PANAMAX,13295.6,20.53,355954.43,10.41,38.11,614366.87,18.16,18.16,1515.76,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-15,KALIMANTAN_ID,HALDIA,PANAMAX,12909.52,11.22,166645.76,5.88,20.83,288182.74,10.1,10.1,843.94,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-15,KALIMANTAN_ID,PARADIP,CAPESIZE,20286.39,10.13,245776.11,3.54,19.46,426421.87,6.15,6.15,514.17,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-15,KALIMANTAN_ID,PARADIP,PANAMAX,12909.52,10.13,158355.83,5.56,19.46,275157.66,9.66,9.66,807.29,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-15,KALIMANTAN_ID,VIZAG,CAPESIZE,20286.39,10.51,237576.13,3.53,19.58,410823.22,6.08,6.08,507.66,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-15,KALIMANTAN_ID,VIZAG,PANAMAX,12909.52,10.51,153388.97,5.56,19.58,265455.64,9.55,9.55,797.51,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-15,NEWCASTLE_AU,HALDIA,PANAMAX,12909.52,21.08,368176.53,10.58,39.06,635319.49,18.42,18.42,1539.22,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-15,NEWCASTLE_AU,PARADIP,CAPESIZE,20286.39,19.98,560667.94,6.56,37.69,968823.04,11.52,11.52,962.53,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-15,NEWCASTLE_AU,PARADIP,PANAMAX,12909.52,19.98,359886.6,10.25,37.69,622294.41,17.98,17.98,1502.57,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-15,NEWCASTLE_AU,VIZAG,CAPESIZE,20286.39,20.53,557588.15,6.61,38.11,962043.92,11.53,11.53,963.32,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-15,NEWCASTLE_AU,VIZAG,PANAMAX,12909.52,20.53,358196.66,10.33,38.11,618236.89,18.0,18.0,1504.09,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-16,KALIMANTAN_ID,HALDIA,PANAMAX,12782.37,11.22,166515.37,5.86,20.83,287957.25,10.06,10.06,841.01,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-16,KALIMANTAN_ID,PARADIP,CAPESIZE,20086.58,10.13,245583.8,3.52,19.46,426088.21,6.13,6.13,512.4,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-16,KALIMANTAN_ID,PARADIP,PANAMAX,12782.37,10.13,158231.92,5.54,19.46,274942.36,9.62,9.62,804.57,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-16,KALIMANTAN_ID,VIZAG,CAPESIZE,20086.58,10.51,237390.24,3.52,19.58,410501.76,6.05,6.05,505.89,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-16,KALIMANTAN_ID,VIZAG,PANAMAX,12782.37,10.51,153268.95,5.54,19.58,265247.93,9.51,9.51,794.77,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-16,NEWCASTLE_AU,HALDIA,PANAMAX,12782.37,21.08,367888.44,10.53,39.06,634822.37,18.34,18.34,1533.61,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-16,NEWCASTLE_AU,PARADIP,CAPESIZE,20086.58,19.98,560229.23,6.54,37.69,968064.97,11.47,11.47,959.03,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-16,NEWCASTLE_AU,PARADIP,PANAMAX,12782.37,19.98,359605.0,10.21,37.69,621807.48,17.91,17.91,1497.17,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-16,NEWCASTLE_AU,VIZAG,CAPESIZE,20086.58,20.53,557151.86,6.59,38.11,961291.15,11.48,11.48,959.78,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-16,NEWCASTLE_AU,VIZAG,PANAMAX,12782.37,20.53,357916.38,10.29,38.11,617753.14,17.93,17.93,1498.63,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-17,KALIMANTAN_ID,HALDIA,PANAMAX,12891.69,11.22,165732.99,5.86,20.83,286604.28,10.07,10.07,841.61,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-17,KALIMANTAN_ID,PARADIP,CAPESIZE,20258.37,10.13,244429.92,3.53,19.46,424086.23,6.14,6.14,512.75,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-17,KALIMANTAN_ID,PARADIP,PANAMAX,12891.69,10.13,157488.47,5.54,19.46,273650.54,9.64,9.64,805.08,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-17,KALIMANTAN_ID,VIZAG,CAPESIZE,20258.37,10.51,236274.86,3.53,19.58,408573.01,6.06,6.06,506.29,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-17,KALIMANTAN_ID,VIZAG,PANAMAX,12891.69,10.51,152548.81,5.54,19.58,264001.66,9.52,9.52,795.36,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-17,NEWCASTLE_AU,HALDIA,PANAMAX,12891.69,21.08,366159.92,10.54,39.06,631839.65,18.36,18.36,1534.23,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-17,NEWCASTLE_AU,PARADIP,CAPESIZE,20258.37,19.98,557596.99,6.54,37.69,963516.5,11.48,11.48,959.4,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-17,NEWCASTLE_AU,PARADIP,PANAMAX,12891.69,19.98,357915.39,10.22,37.69,618885.91,17.93,17.93,1497.7,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-17,NEWCASTLE_AU,VIZAG,CAPESIZE,20258.37,20.53,554534.07,6.59,38.11,956774.51,11.49,11.49,960.2,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-17,NEWCASTLE_AU,VIZAG,PANAMAX,12891.69,20.53,356234.71,10.3,38.11,614850.62,17.94,17.94,1499.24,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-18,KALIMANTAN_ID,HALDIA,PANAMAX,13054.13,11.22,166124.18,5.89,20.83,287280.76,10.13,10.13,846.76,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-18,KALIMANTAN_ID,PARADIP,CAPESIZE,20513.63,10.13,245006.86,3.55,19.46,425087.22,6.17,6.17,515.87,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-18,KALIMANTAN_ID,PARADIP,PANAMAX,13054.13,10.13,157860.2,5.57,19.46,274296.45,9.69,9.69,809.92,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-18,KALIMANTAN_ID,VIZAG,CAPESIZE,20513.63,10.51,236832.55,3.54,19.58,409537.39,6.09,6.09,509.4,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-18,KALIMANTAN_ID,VIZAG,PANAMAX,13054.13,10.51,152908.88,5.57,19.58,264624.8,9.57,9.57,800.19,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-18,NEWCASTLE_AU,HALDIA,PANAMAX,13054.13,21.08,367024.18,10.6,39.06,633331.01,18.47,18.47,1544.14,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-18,NEWCASTLE_AU,PARADIP,CAPESIZE,20513.63,19.98,558913.11,6.58,37.69,965790.73,11.55,11.55,965.6,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-18,NEWCASTLE_AU,PARADIP,PANAMAX,13054.13,19.98,358760.2,10.28,37.69,620346.7,18.03,18.03,1507.29,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-18,NEWCASTLE_AU,VIZAG,CAPESIZE,20513.63,20.53,555842.96,6.63,38.11,959032.83,11.56,11.56,966.44,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-18,NEWCASTLE_AU,VIZAG,PANAMAX,13054.13,20.53,357075.55,10.36,38.11,616301.88,18.05,18.05,1508.9,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-19,KALIMANTAN_ID,HALDIA,PANAMAX,13056.3,11.22,166124.18,5.89,20.83,287280.76,10.13,10.13,848.03,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-19,KALIMANTAN_ID,PARADIP,CAPESIZE,20517.05,10.13,245006.86,3.55,19.46,425087.22,6.17,6.17,516.64,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-19,KALIMANTAN_ID,PARADIP,PANAMAX,13056.3,10.13,157860.2,5.57,19.46,274296.45,9.69,9.69,811.13,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-07-19,KALIMANTAN_ID,VIZAG,CAPESIZE,20517.05,10.51,236832.55,3.54,19.58,409537.39,6.1,6.1,510.17,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
